Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
3772,Kelp,Los Molles,protected,shallow,3,2,Shadow,16
3773,Kelp,Los Molles,protected,shallow,3,2,Tape,2
3774,Kelp,Los Molles,protected,shallow,3,2,Wand,0
3775,Kelp,Los Molles,protected,shallow,3,3,Boulder,0
3776,Kelp,Los Molles,protected,shallow,3,3,Conchuela,0
3777,Kelp,Los Molles,protected,shallow,3,3,Rock,0
3778,Kelp,Los Molles,protected,shallow,3,3,Rock,0
3779,Kelp,Los Molles,protected,shallow,3,3,Rock,0
3780,Kelp,Los Molles,protected,shallow,3,3,Rock,0
3781,Kelp,Los Molles,protected,shallow,3,3,Sand,0
3782,Kelp,Los Molles,protected,shallow,3,3,Corallina spp.,2.222222222
3783,Kelp,Los Molles,protected,shallow,3,3,Crustosa verde,8.888888889
3784,Kelp,Los Molles,protected,shallow,3,3,Gelidium spp.,0
3785,Kelp,Los Molles,protected,shallow,3,3,Hildenbrandia,0
3786,Kelp,Los Molles,protected,shallow,3,3,Algae indet,0
3787,Kelp,Los Molles,protected,shallow,3,3,Lessonia,0
3788,Kelp,Los Molles,protected,shallow,3,3,Lithothamnium,86.66666667
3789,Kelp,Los Molles,protected,shallow,3,3,Filamentous,0
3790,Kelp,Los Molles,protected,shallow,3,3,Filamentous,2.222222222
3791,Kelp,Los Molles,protected,shallow,3,3,Ralfsia confusa,0
3792,Kelp,Los Molles,protected,shallow,3,3,Lessonia skeleton,0
3793,Kelp,Los Molles,protected,shallow,3,3,Anemona ,0
3794,Kelp,Los Molles,protected,shallow,3,3,Calleporella,0
3795,Kelp,Los Molles,protected,shallow,3,3,Chiton,0
3796,Kelp,Los Molles,protected,shallow,3,3,Cirripedios,0
3797,Kelp,Los Molles,protected,shallow,3,3,Crustaceo,0
3798,Kelp,Los Molles,protected,shallow,3,3,Entalphora,0
3799,Kelp,Los Molles,protected,shallow,3,3,Erizos,0
3800,Kelp,Los Molles,protected,shallow,3,3,Estrella,0
3801,Kelp,Los Molles,protected,shallow,3,3,Gastropodo,0
3802,Kelp,Los Molles,protected,shallow,3,3,Heliaster helianthus,0
3803,Kelp,Los Molles,protected,shallow,3,3,Hidrozoo,0
3804,Kelp,Los Molles,protected,shallow,3,3,Opistobranchio,0
3805,Kelp,Los Molles,protected,shallow,3,3,Sponge,0
3806,Kelp,Los Molles,protected,shallow,3,3,Poliqueto,0
3807,Kelp,Los Molles,protected,shallow,3,3,Tunicado,0
3808,Kelp,Los Molles,protected,shallow,3,3,Peces,0
3809,Kelp,Los Molles,protected,shallow,3,3,Shadow,6
3810,Kelp,Los Molles,protected,shallow,3,3,Tape,4
3811,Kelp,Los Molles,protected,shallow,3,3,Wand,0
3812,Kelp,Los Molles,protected,shallow,3,4,Boulder,0
3813,Kelp,Los Molles,protected,shallow,3,4,Conchuela,0
3814,Kelp,Los Molles,protected,shallow,3,4,Rock,0
3815,Kelp,Los Molles,protected,shallow,3,4,Rock,0
3816,Kelp,Los Molles,protected,shallow,3,4,Rock,0
3817,Kelp,Los Molles,protected,shallow,3,4,Rock,0
3818,Kelp,Los Molles,protected,shallow,3,4,Sand,0
3819,Kelp,Los Molles,protected,shallow,3,4,Corallina spp.,0
3820,Kelp,Los Molles,protected,shallow,3,4,Crustosa verde,6.52173913
3821,Kelp,Los Molles,protected,shallow,3,4,Gelidium spp.,0
3822,Kelp,Los Molles,protected,shallow,3,4,Hildenbrandia,0
3823,Kelp,Los Molles,protected,shallow,3,4,Algae indet,0
3824,Kelp,Los Molles,protected,shallow,3,4,Lessonia,0
3825,Kelp,Los Molles,protected,shallow,3,4,Lithothamnium,73.91304348
3826,Kelp,Los Molles,protected,shallow,3,4,Filamentous,0
3827,Kelp,Los Molles,protected,shallow,3,4,Filamentous,19.56521739
3828,Kelp,Los Molles,protected,shallow,3,4,Ralfsia confusa,0
3829,Kelp,Los Molles,protected,shallow,3,4,Lessonia skeleton,0
3830,Kelp,Los Molles,protected,shallow,3,4,Anemona ,0
3831,Kelp,Los Molles,protected,shallow,3,4,Calleporella,0
3832,Kelp,Los Molles,protected,shallow,3,4,Chiton,0
3833,Kelp,Los Molles,protected,shallow,3,4,Cirripedios,0
3834,Kelp,Los Molles,protected,shallow,3,4,Crustaceo,0
3835,Kelp,Los Molles,protected,shallow,3,4,Entalphora,0
3836,Kelp,Los Molles,protected,shallow,3,4,Erizos,0
3837,Kelp,Los Molles,protected,shallow,3,4,Estrella,0
3838,Kelp,Los Molles,protected,shallow,3,4,Gastropodo,0
3839,Kelp,Los Molles,protected,shallow,3,4,Heliaster helianthus,0
3840,Kelp,Los Molles,protected,shallow,3,4,Hidrozoo,0
3841,Kelp,Los Molles,protected,shallow,3,4,Opistobranchio,0
3842,Kelp,Los Molles,protected,shallow,3,4,Sponge,0
3843,Kelp,Los Molles,protected,shallow,3,4,Poliqueto,0
3844,Kelp,Los Molles,protected,shallow,3,4,Tunicado,0
3845,Kelp,Los Molles,protected,shallow,3,4,Peces,0
3846,Kelp,Los Molles,protected,shallow,3,4,Shadow,6
3847,Kelp,Los Molles,protected,shallow,3,4,Tape,2
3848,Kelp,Los Molles,protected,shallow,3,4,Wand,0
3849,Kelp,Los Molles,protected,shallow,3,5,Boulder,0
3850,Kelp,Los Molles,protected,shallow,3,5,Conchuela,0
3851,Kelp,Los Molles,protected,shallow,3,5,Rock,0
3852,Kelp,Los Molles,protected,shallow,3,5,Rock,0
3853,Kelp,Los Molles,protected,shallow,3,5,Rock,0
3854,Kelp,Los Molles,protected,shallow,3,5,Rock,0
3855,Kelp,Los Molles,protected,shallow,3,5,Sand,0
3856,Kelp,Los Molles,protected,shallow,3,5,Corallina spp.,0
3857,Kelp,Los Molles,protected,shallow,3,5,Crustosa verde,0
3858,Kelp,Los Molles,protected,shallow,3,5,Gelidium spp.,0
3859,Kelp,Los Molles,protected,shallow,3,5,Hildenbrandia,13.04347826
3860,Kelp,Los Molles,protected,shallow,3,5,Algae indet,0
3861,Kelp,Los Molles,protected,shallow,3,5,Lessonia,0
3862,Kelp,Los Molles,protected,shallow,3,5,Lithothamnium,73.91304348
3863,Kelp,Los Molles,protected,shallow,3,5,Filamentous,0
3864,Kelp,Los Molles,protected,shallow,3,5,Filamentous,6.52173913
3865,Kelp,Los Molles,protected,shallow,3,5,Ralfsia confusa,0
3866,Kelp,Los Molles,protected,shallow,3,5,Lessonia skeleton,2.173913043
3867,Kelp,Los Molles,protected,shallow,3,5,Anemona ,4.347826087
3868,Kelp,Los Molles,protected,shallow,3,5,Calleporella,0
3869,Kelp,Los Molles,protected,shallow,3,5,Chiton,0
3870,Kelp,Los Molles,protected,shallow,3,5,Cirripedios,0
3871,Kelp,Los Molles,protected,shallow,3,5,Crustaceo,0
3872,Kelp,Los Molles,protected,shallow,3,5,Entalphora,0
3873,Kelp,Los Molles,protected,shallow,3,5,Erizos,0
3874,Kelp,Los Molles,protected,shallow,3,5,Estrella,0
3875,Kelp,Los Molles,protected,shallow,3,5,Gastropodo,0
3876,Kelp,Los Molles,protected,shallow,3,5,Heliaster helianthus,0
3877,Kelp,Los Molles,protected,shallow,3,5,Hidrozoo,0
3878,Kelp,Los Molles,protected,shallow,3,5,Opistobranchio,0
3879,Kelp,Los Molles,protected,shallow,3,5,Sponge,0
3880,Kelp,Los Molles,protected,shallow,3,5,Poliqueto,0
3881,Kelp,Los Molles,protected,shallow,3,5,Tunicado,0
3882,Kelp,Los Molles,protected,shallow,3,5,Peces,0
3883,Kelp,Los Molles,protected,shallow,3,5,Shadow,8
3884,Kelp,Los Molles,protected,shallow,3,5,Tape,0
3885,Kelp,Los Molles,protected,shallow,3,5,Wand,0
3886,Kelp,Los Molles,protected,shallow,3,6,Boulder,0
3887,Kelp,Los Molles,protected,shallow,3,6,Conchuela,0
3888,Kelp,Los Molles,protected,shallow,3,6,Rock,0
3889,Kelp,Los Molles,protected,shallow,3,6,Rock,0
3890,Kelp,Los Molles,protected,shallow,3,6,Rock,0
3891,Kelp,Los Molles,protected,shallow,3,6,Rock,0
3892,Kelp,Los Molles,protected,shallow,3,6,Sand,0
3893,Kelp,Los Molles,protected,shallow,3,6,Corallina spp.,4.255319149
3894,Kelp,Los Molles,protected,shallow,3,6,Crustosa verde,6.382978723
3895,Kelp,Los Molles,protected,shallow,3,6,Gelidium spp.,0
3896,Kelp,Los Molles,protected,shallow,3,6,Hildenbrandia,8.510638298
3897,Kelp,Los Molles,protected,shallow,3,6,Algae indet,0
3898,Kelp,Los Molles,protected,shallow,3,6,Lessonia,0
3899,Kelp,Los Molles,protected,shallow,3,6,Lithothamnium,78.72340426
3900,Kelp,Los Molles,protected,shallow,3,6,Filamentous,0
3901,Kelp,Los Molles,protected,shallow,3,6,Filamentous,0
3902,Kelp,Los Molles,protected,shallow,3,6,Ralfsia confusa,0
3903,Kelp,Los Molles,protected,shallow,3,6,Lessonia skeleton,2.127659574
3904,Kelp,Los Molles,protected,shallow,3,6,Anemona ,0
3905,Kelp,Los Molles,protected,shallow,3,6,Calleporella,0
3906,Kelp,Los Molles,protected,shallow,3,6,Chiton,0
3907,Kelp,Los Molles,protected,shallow,3,6,Cirripedios,0
3908,Kelp,Los Molles,protected,shallow,3,6,Crustaceo,0
3909,Kelp,Los Molles,protected,shallow,3,6,Entalphora,0
3910,Kelp,Los Molles,protected,shallow,3,6,Erizos,0
3911,Kelp,Los Molles,protected,shallow,3,6,Estrella,0
3912,Kelp,Los Molles,protected,shallow,3,6,Gastropodo,0
3913,Kelp,Los Molles,protected,shallow,3,6,Heliaster helianthus,0
3914,Kelp,Los Molles,protected,shallow,3,6,Hidrozoo,0
3915,Kelp,Los Molles,protected,shallow,3,6,Opistobranchio,0
3916,Kelp,Los Molles,protected,shallow,3,6,Sponge,0
3917,Kelp,Los Molles,protected,shallow,3,6,Poliqueto,0
3918,Kelp,Los Molles,protected,shallow,3,6,Tunicado,0
3919,Kelp,Los Molles,protected,shallow,3,6,Peces,0
3920,Kelp,Los Molles,protected,shallow,3,6,Shadow,2
3921,Kelp,Los Molles,protected,shallow,3,6,Tape,4
3922,Kelp,Los Molles,protected,shallow,3,6,Wand,0
3923,Kelp,Los Molles,protected,shallow,3,7,Boulder,0
3924,Kelp,Los Molles,protected,shallow,3,7,Conchuela,0
3925,Kelp,Los Molles,protected,shallow,3,7,Rock,0
3926,Kelp,Los Molles,protected,shallow,3,7,Rock,0
3927,Kelp,Los Molles,protected,shallow,3,7,Rock,0
3928,Kelp,Los Molles,protected,shallow,3,7,Rock,0
3929,Kelp,Los Molles,protected,shallow,3,7,Sand,0
3930,Kelp,Los Molles,protected,shallow,3,7,Corallina spp.,2.127659574
3931,Kelp,Los Molles,protected,shallow,3,7,Crustosa verde,6.382978723
3932,Kelp,Los Molles,protected,shallow,3,7,Gelidium spp.,0
3933,Kelp,Los Molles,protected,shallow,3,7,Hildenbrandia,8.510638298
3934,Kelp,Los Molles,protected,shallow,3,7,Algae indet,0
3935,Kelp,Los Molles,protected,shallow,3,7,Lessonia,0
3936,Kelp,Los Molles,protected,shallow,3,7,Lithothamnium,82.9787234
3937,Kelp,Los Molles,protected,shallow,3,7,Filamentous,0
3938,Kelp,Los Molles,protected,shallow,3,7,Filamentous,0
3939,Kelp,Los Molles,protected,shallow,3,7,Ralfsia confusa,0
3940,Kelp,Los Molles,protected,shallow,3,7,Lessonia skeleton,0
3941,Kelp,Los Molles,protected,shallow,3,7,Anemona ,0
3942,Kelp,Los Molles,protected,shallow,3,7,Calleporella,0
3943,Kelp,Los Molles,protected,shallow,3,7,Chiton,0
3944,Kelp,Los Molles,protected,shallow,3,7,Cirripedios,0
3945,Kelp,Los Molles,protected,shallow,3,7,Crustaceo,0
3946,Kelp,Los Molles,protected,shallow,3,7,Entalphora,0
3947,Kelp,Los Molles,protected,shallow,3,7,Erizos,0
3948,Kelp,Los Molles,protected,shallow,3,7,Estrella,0
3949,Kelp,Los Molles,protected,shallow,3,7,Gastropodo,0
3950,Kelp,Los Molles,protected,shallow,3,7,Heliaster helianthus,0
3951,Kelp,Los Molles,protected,shallow,3,7,Hidrozoo,0
3952,Kelp,Los Molles,protected,shallow,3,7,Opistobranchio,0
3953,Kelp,Los Molles,protected,shallow,3,7,Sponge,0
3954,Kelp,Los Molles,protected,shallow,3,7,Poliqueto,0
3955,Kelp,Los Molles,protected,shallow,3,7,Tunicado,0
3956,Kelp,Los Molles,protected,shallow,3,7,Peces,0
3957,Kelp,Los Molles,protected,shallow,3,7,Shadow,2
3958,Kelp,Los Molles,protected,shallow,3,7,Tape,4
3959,Kelp,Los Molles,protected,shallow,3,7,Wand,0
3960,Kelp,Los Molles,protected,shallow,3,8,Boulder,0
3961,Kelp,Los Molles,protected,shallow,3,8,Conchuela,0
3962,Kelp,Los Molles,protected,shallow,3,8,Rock,0
3963,Kelp,Los Molles,protected,shallow,3,8,Rock,0
3964,Kelp,Los Molles,protected,shallow,3,8,Rock,0
3965,Kelp,Los Molles,protected,shallow,3,8,Rock,0
3966,Kelp,Los Molles,protected,shallow,3,8,Sand,0
3967,Kelp,Los Molles,protected,shallow,3,8,Corallina spp.,0
3968,Kelp,Los Molles,protected,shallow,3,8,Crustosa verde,4.444444444
3969,Kelp,Los Molles,protected,shallow,3,8,Gelidium spp.,0
3970,Kelp,Los Molles,protected,shallow,3,8,Hildenbrandia,13.33333333
3971,Kelp,Los Molles,protected,shallow,3,8,Algae indet,0
3972,Kelp,Los Molles,protected,shallow,3,8,Lessonia,0
3973,Kelp,Los Molles,protected,shallow,3,8,Lithothamnium,80
3974,Kelp,Los Molles,protected,shallow,3,8,Filamentous,0
3975,Kelp,Los Molles,protected,shallow,3,8,Filamentous,0
3976,Kelp,Los Molles,protected,shallow,3,8,Ralfsia confusa,0
3977,Kelp,Los Molles,protected,shallow,3,8,Lessonia skeleton,0
3978,Kelp,Los Molles,protected,shallow,3,8,Anemona ,0
3979,Kelp,Los Molles,protected,shallow,3,8,Calleporella,2.222222222
3980,Kelp,Los Molles,protected,shallow,3,8,Chiton,0
3981,Kelp,Los Molles,protected,shallow,3,8,Cirripedios,0
3982,Kelp,Los Molles,protected,shallow,3,8,Crustaceo,0
3983,Kelp,Los Molles,protected,shallow,3,8,Entalphora,0
3984,Kelp,Los Molles,protected,shallow,3,8,Erizos,0
3985,Kelp,Los Molles,protected,shallow,3,8,Estrella,0
3986,Kelp,Los Molles,protected,shallow,3,8,Gastropodo,0
3987,Kelp,Los Molles,protected,shallow,3,8,Heliaster helianthus,0
3988,Kelp,Los Molles,protected,shallow,3,8,Hidrozoo,0
3989,Kelp,Los Molles,protected,shallow,3,8,Opistobranchio,0
3990,Kelp,Los Molles,protected,shallow,3,8,Sponge,0
3991,Kelp,Los Molles,protected,shallow,3,8,Poliqueto,0
3992,Kelp,Los Molles,protected,shallow,3,8,Tunicado,0
3993,Kelp,Los Molles,protected,shallow,3,8,Peces,0
3994,Kelp,Los Molles,protected,shallow,3,8,Shadow,6
3995,Kelp,Los Molles,protected,shallow,3,8,Tape,4
3996,Kelp,Los Molles,protected,shallow,3,8,Wand,0
3997,Kelp,Los Molles,protected,shallow,3,9,Boulder,0
3998,Kelp,Los Molles,protected,shallow,3,9,Conchuela,0
3999,Kelp,Los Molles,protected,shallow,3,9,Rock,0
4000,Kelp,Los Molles,protected,shallow,3,9,Rock,0
4001,Kelp,Los Molles,protected,shallow,3,9,Rock,0
4002,Kelp,Los Molles,protected,shallow,3,9,Rock,0
4003,Kelp,Los Molles,protected,shallow,3,9,Sand,0
4004,Kelp,Los Molles,protected,shallow,3,9,Corallina spp.,0
4005,Kelp,Los Molles,protected,shallow,3,9,Crustosa verde,0
4006,Kelp,Los Molles,protected,shallow,3,9,Gelidium spp.,0
4007,Kelp,Los Molles,protected,shallow,3,9,Hildenbrandia,4.651162791
4008,Kelp,Los Molles,protected,shallow,3,9,Algae indet,0
4009,Kelp,Los Molles,protected,shallow,3,9,Lessonia,0
4010,Kelp,Los Molles,protected,shallow,3,9,Lithothamnium,90.69767442
4011,Kelp,Los Molles,protected,shallow,3,9,Filamentous,0
4012,Kelp,Los Molles,protected,shallow,3,9,Filamentous,4.651162791
4013,Kelp,Los Molles,protected,shallow,3,9,Ralfsia confusa,0
4014,Kelp,Los Molles,protected,shallow,3,9,Lessonia skeleton,0
4015,Kelp,Los Molles,protected,shallow,3,9,Anemona ,0
4016,Kelp,Los Molles,protected,shallow,3,9,Calleporella,0
4017,Kelp,Los Molles,protected,shallow,3,9,Chiton,0
4018,Kelp,Los Molles,protected,shallow,3,9,Cirripedios,0
4019,Kelp,Los Molles,protected,shallow,3,9,Crustaceo,0
4020,Kelp,Los Molles,protected,shallow,3,9,Entalphora,0
4021,Kelp,Los Molles,protected,shallow,3,9,Erizos,0
4022,Kelp,Los Molles,protected,shallow,3,9,Estrella,0
4023,Kelp,Los Molles,protected,shallow,3,9,Gastropodo,0
4024,Kelp,Los Molles,protected,shallow,3,9,Heliaster helianthus,0
4025,Kelp,Los Molles,protected,shallow,3,9,Hidrozoo,0
4026,Kelp,Los Molles,protected,shallow,3,9,Opistobranchio,0
4027,Kelp,Los Molles,protected,shallow,3,9,Sponge,0
4028,Kelp,Los Molles,protected,shallow,3,9,Poliqueto,0
4029,Kelp,Los Molles,protected,shallow,3,9,Tunicado,0
4030,Kelp,Los Molles,protected,shallow,3,9,Peces,0
4031,Kelp,Los Molles,protected,shallow,3,9,Shadow,8
4032,Kelp,Los Molles,protected,shallow,3,9,Tape,6
4033,Kelp,Los Molles,protected,shallow,3,9,Wand,0
4034,Kelp,Los Molles,protected,shallow,3,10,Boulder,0
4035,Kelp,Los Molles,protected,shallow,3,10,Conchuela,0
4036,Kelp,Los Molles,protected,shallow,3,10,Rock,0
4037,Kelp,Los Molles,protected,shallow,3,10,Rock,0
4038,Kelp,Los Molles,protected,shallow,3,10,Rock,0
4039,Kelp,Los Molles,protected,shallow,3,10,Rock,2.564102564
4040,Kelp,Los Molles,protected,shallow,3,10,Sand,0
4041,Kelp,Los Molles,protected,shallow,3,10,Corallina spp.,0
4042,Kelp,Los Molles,protected,shallow,3,10,Crustosa verde,0
4043,Kelp,Los Molles,protected,shallow,3,10,Gelidium spp.,0
4044,Kelp,Los Molles,protected,shallow,3,10,Hildenbrandia,2.564102564
4045,Kelp,Los Molles,protected,shallow,3,10,Algae indet,0
4046,Kelp,Los Molles,protected,shallow,3,10,Lessonia,0
4047,Kelp,Los Molles,protected,shallow,3,10,Lithothamnium,92.30769231
4048,Kelp,Los Molles,protected,shallow,3,10,Filamentous,0
4049,Kelp,Los Molles,protected,shallow,3,10,Filamentous,0
4050,Kelp,Los Molles,protected,shallow,3,10,Ralfsia confusa,0
4051,Kelp,Los Molles,protected,shallow,3,10,Lessonia skeleton,0
4052,Kelp,Los Molles,protected,shallow,3,10,Anemona ,0
4053,Kelp,Los Molles,protected,shallow,3,10,Calleporella,0
4054,Kelp,Los Molles,protected,shallow,3,10,Chiton,0
4055,Kelp,Los Molles,protected,shallow,3,10,Cirripedios,0
4056,Kelp,Los Molles,protected,shallow,3,10,Crustaceo,0
4057,Kelp,Los Molles,protected,shallow,3,10,Entalphora,0
4058,Kelp,Los Molles,protected,shallow,3,10,Erizos,0
4059,Kelp,Los Molles,protected,shallow,3,10,Estrella,0
4060,Kelp,Los Molles,protected,shallow,3,10,Gastropodo,2.564102564
4061,Kelp,Los Molles,protected,shallow,3,10,Heliaster helianthus,0
4062,Kelp,Los Molles,protected,shallow,3,10,Hidrozoo,0
4063,Kelp,Los Molles,protected,shallow,3,10,Opistobranchio,0
4064,Kelp,Los Molles,protected,shallow,3,10,Sponge,0
4065,Kelp,Los Molles,protected,shallow,3,10,Poliqueto,0
4066,Kelp,Los Molles,protected,shallow,3,10,Tunicado,0
4067,Kelp,Los Molles,protected,shallow,3,10,Peces,0
4068,Kelp,Los Molles,protected,shallow,3,10,Shadow,18
4069,Kelp,Los Molles,protected,shallow,3,10,Tape,4
4070,Kelp,Los Molles,protected,shallow,3,10,Wand,0
4071,Kelp,Quintay,exposed,deep,1,1,Boulder,0
4072,Kelp,Quintay,exposed,deep,1,1,Conchuela,0
4073,Kelp,Quintay,exposed,deep,1,1,Rock,0
4074,Kelp,Quintay,exposed,deep,1,1,Rock,0
4075,Kelp,Quintay,exposed,deep,1,1,Rock,2.040816327
4076,Kelp,Quintay,exposed,deep,1,1,Rock,0
4077,Kelp,Quintay,exposed,deep,1,1,Sand,0
4078,Kelp,Quintay,exposed,deep,1,1,Corallina spp.,0
4079,Kelp,Quintay,exposed,deep,1,1,Crustosa verde,0
4080,Kelp,Quintay,exposed,deep,1,1,Gelidium spp.,0
4081,Kelp,Quintay,exposed,deep,1,1,Hildenbrandia,16.32653061
4082,Kelp,Quintay,exposed,deep,1,1,Algae indet,0
4083,Kelp,Quintay,exposed,deep,1,1,Lessonia,0
4084,Kelp,Quintay,exposed,deep,1,1,Lithothamnium,34.69387755
4085,Kelp,Quintay,exposed,deep,1,1,Filamentous,0
4086,Kelp,Quintay,exposed,deep,1,1,Filamentous,0
4087,Kelp,Quintay,exposed,deep,1,1,Ralfsia confusa,6.12244898
4088,Kelp,Quintay,exposed,deep,1,1,Lessonia skeleton,0
4089,Kelp,Quintay,exposed,deep,1,1,Anemona ,0
4090,Kelp,Quintay,exposed,deep,1,1,Calleporella,2.040816327
4091,Kelp,Quintay,exposed,deep,1,1,Chiton,0
4092,Kelp,Quintay,exposed,deep,1,1,Cirripedios,0
4093,Kelp,Quintay,exposed,deep,1,1,Crustaceo,0
4094,Kelp,Quintay,exposed,deep,1,1,Entalphora,10.20408163
4095,Kelp,Quintay,exposed,deep,1,1,Erizos,0
4096,Kelp,Quintay,exposed,deep,1,1,Estrella,0
4097,Kelp,Quintay,exposed,deep,1,1,Gastropodo,0
4098,Kelp,Quintay,exposed,deep,1,1,Heliaster helianthus,0
4099,Kelp,Quintay,exposed,deep,1,1,Hidrozoo,22.44897959
4100,Kelp,Quintay,exposed,deep,1,1,Opistobranchio,0
4101,Kelp,Quintay,exposed,deep,1,1,Sponge,6.12244898
4102,Kelp,Quintay,exposed,deep,1,1,Poliqueto,0
4103,Kelp,Quintay,exposed,deep,1,1,Tunicado,0
4104,Kelp,Quintay,exposed,deep,1,1,Peces,0
4105,Kelp,Quintay,exposed,deep,1,1,Shadow,2
4106,Kelp,Quintay,exposed,deep,1,1,Tape,0
4107,Kelp,Quintay,exposed,deep,1,1,Wand,0
4108,Kelp,Quintay,exposed,deep,1,2,Boulder,0
4109,Kelp,Quintay,exposed,deep,1,2,Conchuela,0
4110,Kelp,Quintay,exposed,deep,1,2,Rock,0
4111,Kelp,Quintay,exposed,deep,1,2,Rock,0
4112,Kelp,Quintay,exposed,deep,1,2,Rock,0
4113,Kelp,Quintay,exposed,deep,1,2,Rock,0
4114,Kelp,Quintay,exposed,deep,1,2,Sand,0
4115,Kelp,Quintay,exposed,deep,1,2,Corallina spp.,0
4116,Kelp,Quintay,exposed,deep,1,2,Crustosa verde,0
4117,Kelp,Quintay,exposed,deep,1,2,Gelidium spp.,0
4118,Kelp,Quintay,exposed,deep,1,2,Hildenbrandia,10
4119,Kelp,Quintay,exposed,deep,1,2,Algae indet,0
4120,Kelp,Quintay,exposed,deep,1,2,Lessonia,0
4121,Kelp,Quintay,exposed,deep,1,2,Lithothamnium,22
4122,Kelp,Quintay,exposed,deep,1,2,Filamentous,2
4123,Kelp,Quintay,exposed,deep,1,2,Filamentous,0
4124,Kelp,Quintay,exposed,deep,1,2,Ralfsia confusa,2
4125,Kelp,Quintay,exposed,deep,1,2,Lessonia skeleton,0
4126,Kelp,Quintay,exposed,deep,1,2,Anemona ,0
4127,Kelp,Quintay,exposed,deep,1,2,Calleporella,12
4128,Kelp,Quintay,exposed,deep,1,2,Chiton,0
4129,Kelp,Quintay,exposed,deep,1,2,Cirripedios,0
4130,Kelp,Quintay,exposed,deep,1,2,Crustaceo,0
4131,Kelp,Quintay,exposed,deep,1,2,Entalphora,0
4132,Kelp,Quintay,exposed,deep,1,2,Erizos,0
4133,Kelp,Quintay,exposed,deep,1,2,Estrella,0
4134,Kelp,Quintay,exposed,deep,1,2,Gastropodo,0
4135,Kelp,Quintay,exposed,deep,1,2,Heliaster helianthus,0
4136,Kelp,Quintay,exposed,deep,1,2,Hidrozoo,52
4137,Kelp,Quintay,exposed,deep,1,2,Opistobranchio,0
4138,Kelp,Quintay,exposed,deep,1,2,Sponge,0
4139,Kelp,Quintay,exposed,deep,1,2,Poliqueto,0
4140,Kelp,Quintay,exposed,deep,1,2,Tunicado,0
4141,Kelp,Quintay,exposed,deep,1,2,Peces,0
4142,Kelp,Quintay,exposed,deep,1,2,Shadow,0
4143,Kelp,Quintay,exposed,deep,1,2,Tape,0
4144,Kelp,Quintay,exposed,deep,1,2,Wand,0
4145,Kelp,Quintay,exposed,deep,1,3,Boulder,0
4146,Kelp,Quintay,exposed,deep,1,3,Conchuela,0
4147,Kelp,Quintay,exposed,deep,1,3,Rock,0
4148,Kelp,Quintay,exposed,deep,1,3,Rock,0
4149,Kelp,Quintay,exposed,deep,1,3,Rock,2.040816327
4150,Kelp,Quintay,exposed,deep,1,3,Rock,0
4151,Kelp,Quintay,exposed,deep,1,3,Sand,0
4152,Kelp,Quintay,exposed,deep,1,3,Corallina spp.,0
4153,Kelp,Quintay,exposed,deep,1,3,Crustosa verde,0
4154,Kelp,Quintay,exposed,deep,1,3,Gelidium spp.,0
4155,Kelp,Quintay,exposed,deep,1,3,Hildenbrandia,6.12244898
